26.4666666667 26.2166666667 25.9000000000 26.3000000000 26.3500000000
26.2000000000 25.8833333333 25.7333333333 26.2333333333 26.1500000000
26.8000000000 26.4000000000 26.1833333333 26.7000000000 26.7333333333
27.1333333333 26.6833333333 26.4000000000 26.9833333333 26.9333333333
27.3833333333 27.0833333333 26.7000000000 27.3000000000 27.2666666667
