27.6333	27.5667	27.5500	27.5500	27.5667
27.6667	27.6667	27.6833	27.6333	27.6500
28.1000	28.1500	28.1167	28.1000	28.1333
28.3500	28.3167	28.3667	28.3000	28.3160
